ja;n;jp;s;sc;madm;mev;mabs;nro;nmate;lm;nlm;h;sp
B;CT9247060;CONSTANTA;LICEUL TEORETIC ’CARMEN SYLVA’ EFORIE;128;9.37;9.22;10.00;9.10;9.35;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(105) Matematică-Informatică</b><br/>Limba română
B;B10873626;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 79;309;8.94;8.77;9.64;8.15;9.40;-;-;<b>Colegiul Naţional Mihai Eminescu</b><br/>Real/Liceal/Zi;<b>(294) Ştiinţe ale Naturii</b><br/>Limba română
B;B9650930;MUNICIPIUL BUCURESTI;Școala Gimnazială ”Iancului”;325;8.29;7.90;9.85;9.55;6.25;-;-;<b>Liceul Teoretic George Călinescu</b><br/>Umanist/Liceal/Zi;<b>(165) Filologie</b><br/>Limba română
B;B10769182;MUNICIPIUL BUCURESTI;Școala Gimnazială Cezar Bolliac;269;4.25;3.55;7.08;3.10;4.00;-;-;<b>Colegiul Tehnic Mihai Bravu</b><br/>Tehnic/Liceal/Zi;<b>(285) Mecanică</b><br/>Limba română
B;B10767214;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 103;200;6.59;6.27;7.87;7.75;4.80;-;-;<b>Colegiul Economic Viilor</b><br/>Servicii/Liceal/Zi;<b>(350) Turism şi alimentaţie</b><br/>Limba română
B;B7947821;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 28;288;5.66;4.77;9.25;6.05;3.50;-;-;<b>Colegiul Tehnic Anghel Saligny</b><br/>Servicii/Liceal/Zi;<b>(280) Economic</b><br/>Limba română
B;DB7946823;DAMBOVITA;ȘCOALA GIMNAZIALĂ NR.1 POIANA;170;8.74;8.47;9.82;8.35;8.60;-;-;<b>Liceul Teoretic Tudor Vladimirescu</b><br/>Real/Liceal/Zi;<b>(364) Matematică-Informatică</b><br/>Limba română
B;B10695001;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 108;201;6.68;6.05;9.23;7.35;4.75;-;-;<b>Colegiul Tehnic Energetic</b><br/>Umanist/Liceal/Zi;<b>(336) Filologie</b><br/>Limba română
B;B10783335;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 153;222;6.59;6.12;8.51;7.55;4.70;-;-;<b>Colegiul Tehnic Dinicu Golescu</b><br/>Tehnic/Liceal/Zi;<b>(159) Mecanică</b><br/>Limba română
B;B2296151;MUNICIPIUL BUCURESTI;Liceul Teoretic Genesis College;135;8.51;8.22;9.71;8.75;7.70;-;-;<b>Liceul Teoretic Tudor Vladimirescu</b><br/>Umanist/Liceal/Zi;<b>(367) Ştiinţe Sociale</b><br/>Limba română
B;B10536616;MUNICIPIUL BUCURESTI;Școala Gimnazială ”Grigorie Ghica Voievod”;324;5.72;5.07;8.33;5.05;5.10;-;-;<b>Liceul Tehnologic ”Constantin Brâncuși”</b><br/>Resurse naturale și protecția mediului/Liceal/Zi;<b>(237) Protecţia mediului</b><br/>Limba română
B;B10744357;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 149;279;8.59;8.47;9.08;8.60;8.35;-;-;<b>Liceul Teoretic Alexandru Vlahuţă</b><br/>Umanist/Liceal/Zi;<b>(142) Filologie</b><br/>Limba română
B;B10780395;MUNICIPIUL BUCURESTI;Liceul Teoretic Internațional de Informatică Bucuresti;146;9.44;9.32;9.96;9.75;8.90;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(181) Ştiinţe ale Naturii</b><br/>Limba română
B;IF12763249;ILFOV;LICEUL TEORETIC IOAN PETRUŞ OTOPENI;107;9.32;9.30;9.41;9.20;9.40;-;-;<b>Liceul Teoretic Alexandru Ioan Cuza</b><br/>Real/Liceal/Zi;<b>(252) Ştiinţe ale Naturii</b><br/>Limba română
B;B10919267;MUNICIPIUL BUCURESTI;Colegiul German Goethe;103;9.26;9.18;9.62;8.75;9.60;Limba germană;sept.20;<b>Colegiul German Goethe</b><br/>Umanist/Liceal/Zi;<b>(123) Teor.uman.spec.germană</b><br/>Limba germană
B;IF317201;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 DASCĂLU;145;7.69;7.17;9.79;9.10;5.25;-;-;<b>Colegiul Economic ”Hermes”</b><br/>Servicii/Liceal/Zi;<b>(246) Comerţ</b><br/>Limba română
B;B9876739;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 167;227;6.29;5.50;9.45;8.00;3.00;-;-;<b>Colegiul Tehnic de Poştă și Telecomunicaţii Gheorghe Airinei</b><br/>Servicii/Liceal/Zi;<b>(377) Turism şi alimentaţie</b><br/>Limba română
B;B11087327;MUNICIPIUL BUCURESTI;Liceul Teoretic Internațional de Informatică Bucuresti;146;8.76;8.50;9.81;9.00;8.00;-;-;<b>Colegiul Naţional Mihai Eminescu</b><br/>Umanist/Liceal/Zi;<b>(295) Filologie</b><br/>Limba română
B;IF11134394;ILFOV;LICEUL TEORETIC LITTLE LONDON PIPERA VOLUNTARI;108;8.09;7.75;9.46;7.20;8.30;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi;<b>(225) Ştiinţe Sociale</b><br/>Limba română
B;B10919978;MUNICIPIUL BUCURESTI;Școala Gimnazială ”George Bacovia”;323;7.42;7.12;8.63;7.85;6.40;-;-;<b>Colegiul Tehnic Petru Maior</b><br/>Umanist/Liceal/Zi;<b>(380) Ştiinţe Sociale</b><br/>Limba română
B;B12249643;MUNICIPIUL BUCURESTI;Colegiul Naţional Ion Neculce;108;9.65;9.57;10.00;9.40;9.75;-;-;<b>Colegiul Naţional Sfântul Sava</b><br/>Real/Liceal/Zi;<b>(101) Matematică-Informatică</b><br/>Limba română
B;B11019012;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 194;238;8.38;8.10;9.50;8.80;7.40;-;-;<b>Colegiul Naţional Octav Onicescu</b><br/>Real/Liceal/Zi;<b>(305) Matematică-Informatică</b><br/>Limba română
B;B10592006;MUNICIPIUL BUCURESTI;Şcoala Gimnazială I. Heliade Rădulescu;171;9.84;9.80;10.00;9.60;10.00;-;-;<b>Colegiul Naţional Gheorghe Lazăr</b><br/>Real/Liceal/Zi;<b>(321) Ştiinţe ale Naturii</b><br/>Limba română
B;IF8301757;ILFOV;ŞCOALA GIMNAZIALĂ NR. 2 MOARA VLĂSIEI;121;6.42;5.87;8.63;7.25;4.50;-;-;<b>Colegiul Tehnic de Aeronautică Henri Coandă</b><br/>Tehnic/Liceal/Zi;<b>(169) Electromecanică</b><br/>Limba română
B;IF10421484;ILFOV;ȘCOALA GIMNAZIALĂ ”ANTON PANN” VOLUNTARI;177;6.44;5.80;9.02;6.55;5.05;-;-;<b>Colegiul Economic Viilor</b><br/>Servicii/Liceal/Zi;<b>(350) Turism şi alimentaţie</b><br/>Limba română
B;B10986810;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 194;238;8.48;8.25;9.40;8.85;7.65;-;-;<b>Liceul Teoretic George Călinescu</b><br/>Umanist/Liceal/Zi;<b>(165) Filologie</b><br/>Limba română
B;B10732941;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 179;231;8.53;8.40;9.09;8.90;7.90;-;-;<b>Liceul Teoretic C-tin Brâncoveanu</b><br/>Umanist/Liceal/Zi;<b>(136) Ştiinţe Sociale</b><br/>Limba română
B;B10290713;MUNICIPIUL BUCURESTI;Școala Gimnazială Avram Iancu;255;5.26;4.60;7.92;5.00;4.20;-;-;<b>Liceul Tehnologic Mircea Vulcănescu</b><br/>Servicii/Liceal/Zi;<b>(319) Turism şi alimentaţie</b><br/>Limba română
B;B10768174;MUNICIPIUL BUCURESTI;Școala Gimnazială Mexic;263;7.89;7.50;9.49;7.60;7.40;-;-;<b>Liceul Teoretic Decebal</b><br/>Umanist/Liceal/Zi;<b>(268) Ştiinţe Sociale</b><br/>Limba română
B;B10657892;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Constantin Brâncuşi;160;9.28;9.15;9.81;8.80;9.50;-;-;<b>Colegiul Naţional Elena Cuza</b><br/>Real/Liceal/Zi;<b>(353) Matematică-Informatică</b><br/>Limba română
B;B10771015;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 116;278;7.12;6.70;8.82;7.40;6.00;-;-;<b>Liceul Teoretic Dante Alighieri</b><br/>Real/Liceal/Zi;<b>(255) Matematică-Informatică</b><br/>Limba română/Limba italiană
B;IF8114547;ILFOV;ȘCOALA GIMNAZIALĂ GHEORGHE CORNELIU DOMNEȘTI;128;6.83;6.32;8.91;6.65;6.00;-;-;<b>Colegiul Tehnic de Poştă și Telecomunicaţii Gheorghe Airinei</b><br/>Servicii/Liceal/Zi;<b>(377) Turism şi alimentaţie</b><br/>Limba română
B;B10734953;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 85;313;6.60;6.07;8.76;6.60;5.55;-;-;<b>Liceul Teoretic ”Lucian Blaga”</b><br/>Real/Liceal/Zi;<b>(212) Ştiinţe ale Naturii</b><br/>Limba română
B;B7879133;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 311;245;7.69;7.27;9.41;7.95;6.60;-;-;<b>Liceul Teoretic Ștefan Odobleja</b><br/>Real/Liceal/Zi;<b>(331) Matematică-Informatică</b><br/>Limba română
B;GR9056907;GIURGIU;ȘCOALA GIMNAZIALĂ NR.3 PALANCA;171;8.84;8.65;9.63;9.30;8.00;-;-;<b>Colegiul Naţional Mihai Eminescu</b><br/>Umanist/Liceal/Zi;<b>(296) Ştiinţe Sociale</b><br/>Limba română
B;B10857463;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 88;315;8.59;8.42;9.30;8.00;8.85;-;-;<b>Liceul Teoretic George Călinescu</b><br/>Umanist/Liceal/Zi;<b>(165) Filologie</b><br/>Limba română
B;B7876968;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Sfânta Treime;189;6.09;5.52;8.38;5.20;5.85;-;-;<b>Colegiul Tehnic de Poştă și Telecomunicaţii Gheorghe Airinei</b><br/>Real/Liceal/Zi;<b>(373) Ştiinţe ale Naturii</b><br/>Limba română
B;B8757190;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Luceafărul;175;7.28;6.95;8.64;7.75;6.15;-;-;<b>Liceul Teoretic Dimitrie Bolintineanu</b><br/>Umanist/Liceal/Zi;<b>(329) Filologie</b><br/>Limba română
B;B10908169;MUNICIPIUL BUCURESTI;Școala Gimnazială Ionel Teodoreanu;259;8.63;8.35;9.78;8.85;7.85;-;-;<b>Liceul Teoretic Dante Alighieri</b><br/>Real/Liceal/Zi;<b>(256) Ştiinţe ale Naturii</b><br/>Limba română
B;B11109267;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 112;277;7.61;7.15;9.48;7.45;6.85;-;-;<b>Liceul Teoretic Decebal</b><br/>Umanist/Liceal/Zi;<b>(267) Filologie</b><br/>Limba română/Limba engleză
B;B10432332;MUNICIPIUL BUCURESTI;Colegiul Naţional Grigore Moisil;106;9.69;9.62;9.97;9.45;9.80;-;-;<b>Colegiul Național ”Spiru Haret”</b><br/>Real/Liceal/Zi;<b>(193) Ştiinţe ale Naturii</b><br/>Limba română
B;B10873020;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 144;220;5.92;5.12;9.16;6.00;4.25;-;-;<b>Liceul Tehnologic Petru Poni</b><br/>Servicii/Liceal/Zi;<b>(386) Economic</b><br/>Limba română
B;B10500666;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 39;292;8.41;8.12;9.58;8.10;8.15;-;-;<b>Liceul Teoretic George Călinescu</b><br/>Real/Liceal/Zi;<b>(164) Matematică-Informatică</b><br/>Limba română
B;B11006761;MUNICIPIUL BUCURESTI;Liceul Teoretic Nicolae Iorga;141;8.88;8.72;9.54;8.45;9.00;-;-;<b>Liceul Teoretic ”C.A. Rosetti”</b><br/>Real/Liceal/Zi;<b>(219) Ştiinţe ale Naturii</b><br/>Limba română
B;B10755198;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 80;310;9.63;9.55;9.96;9.45;9.65;-;-;<b>Colegiul Economic V. Madgearu</b><br/>Servicii/Liceal/Zi;<b>(156) Economic</b><br/>Limba română
B;B10776642;MUNICIPIUL BUCURESTI;Școala Gimnazială Nicolae Labiș;265;5.24;4.67;7.53;5.35;4.00;-;-;<b>Colegiul Tehnic Mihai Bravu</b><br/>Tehnic/Liceal/Zi;<b>(284) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română
B;B10980451;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 194;238;8.56;8.25;9.84;7.65;8.85;-;-;<b>Liceul Teoretic Jean Monnet</b><br/>Umanist/Liceal/Zi;<b>(132) Ştiinţe Sociale</b><br/>Limba română
B;B10976480;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 165;280;5.32;4.60;8.24;6.20;3.00;-;-;<b>Liceul Tehnologic de Metrologie Traian Vuia</b><br/>Tehnic/Liceal/Zi;<b>(314) Industrie textilă şi pielărie</b><br/>Limba română
B;B10926971;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Ion Dumitriu;173;8.47;8.27;9.30;8.40;8.15;-;-;<b>Liceul Teoretic Tudor Vladimirescu</b><br/>Real/Liceal/Zi;<b>(364) Matematică-Informatică</b><br/>Limba română
B;B12289547;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Herăstrău;169;8.26;8.00;9.30;7.75;8.25;-;-;<b>Liceul Teoretic Alexandru Vlahuţă</b><br/>Umanist/Liceal/Zi;<b>(142) Filologie</b><br/>Limba română
B;OT8232521;OLT;LICEUL TEHNOLOGIC NR. 1 BALȘ;111;9.57;9.47;10.00;9.70;9.25;-;-;<b>Colegiul Național Școala Centrală”</b><br/>Umanist/Liceal/Zi;<b>(203) Filologie</b><br/>Limba română/Limba franceză
B;B12900449;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 31;290;6.81;6.30;8.85;6.40;6.20;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi;<b>(224) Filologie</b><br/>Limba română
B;B10712136;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 124;206;6.88;6.50;8.43;7.00;6.00;-;-;<b>Liceul Teoretic Decebal</b><br/>Umanist/Liceal/Zi;<b>(268) Ştiinţe Sociale</b><br/>Limba română
B;B10732038;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 40;294;3.72;2.70;7.81;2.90;2.50;-;-;<b>Colegiul Tehnic ”Dimitrie Leonida”</b><br/>Tehnic/Liceal/Zi;<b>(230) Mecanică</b><br/>Limba română
B;B10809041;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 79;309;8.90;8.75;9.54;9.10;8.40;-;-;<b>Colegiul Naţional Mihai Eminescu</b><br/>Umanist/Liceal/Zi;<b>(295) Filologie</b><br/>Limba română
B;B10874710;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Petre Ghelmez;180;4.49;3.67;7.78;3.85;3.50;-;-;<b>Liceul Tehnologic Ion I.C. Brătianu</b><br/>Tehnic/Liceal/Zi;<b>(239) Mecanică</b><br/>Limba română
B;B10552407;MUNICIPIUL BUCURESTI;Liceul Teoretic Ștefan Odobleja;142;8.07;7.67;9.69;8.35;7.00;-;-;<b>Liceul Teoretic C-tin Brâncoveanu</b><br/>Umanist/Liceal/Zi;<b>(136) Ştiinţe Sociale</b><br/>Limba română
B;B10717850;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Constantin Brâncuşi;160;9.11;8.97;9.70;9.25;8.70;-;-;<b>Colegiul Naţional Elena Cuza</b><br/>Umanist/Liceal/Zi;<b>(354) Filologie</b><br/>Limba română/Limba engleză
B;B10624063;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 27;287;8.33;7.97;9.81;7.80;8.15;-;-;<b>Liceul Teoretic Alexandru Vlahuţă</b><br/>Umanist/Liceal/Zi;<b>(142) Filologie</b><br/>Limba română
B;B11024180;MUNICIPIUL BUCURESTI;LICEUL TEORETIC SCOALA MEA;122;9.77;9.72;9.99;9.80;9.65;-;-;<b>Colegiul Național ”Spiru Haret”</b><br/>Real/Liceal/Zi;<b>(193) Ştiinţe ale Naturii</b><br/>Limba română
B;B3222501;MUNICIPIUL BUCURESTI;Scoala Gimnaziala ALETHEEA;156;9.36;9.25;9.82;8.85;9.65;-;-;<b>Colegiul Național ”Iulia Hașdeu”</b><br/>Real/Liceal/Zi;<b>(186) Matematică-Informatică</b><br/>Limba română/Limba engleză
B;IF10685078;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU;137;5.75;5.10;8.39;6.00;4.20;-;-;<b>Colegiul Economic Viilor</b><br/>Servicii/Liceal/Zi;<b>(352) Comerţ</b><br/>Limba română
B;B11135026;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Ion Dumitriu;173;6.02;5.60;7.71;6.05;5.15;-;-;<b>Colegiul Tehnic Iuliu Maniu</b><br/>Umanist/Liceal/Zi;<b>(388) Ştiinţe Sociale</b><br/>Limba română
B;B11004315;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 28;288;7.17;6.72;9.01;8.80;4.65;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi;<b>(224) Filologie</b><br/>Limba română
B;B11004490;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 28;288;7.22;6.75;9.10;7.95;5.55;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi;<b>(224) Filologie</b><br/>Limba română
B;B10805100;MUNICIPIUL BUCURESTI;Școala Gimnazială Federico Garcia Lorca;258;8.86;8.65;9.72;8.95;8.35;-;-;<b>Liceul Teoretic Alexandru Ioan Cuza</b><br/>Umanist/Liceal/Zi;<b>(253) Ştiinţe Sociale</b><br/>Limba română
B;B11019040;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 96;251;7.25;6.82;8.98;5.55;8.10;-;-;<b>Colegiul Economic ”Hermes”</b><br/>Servicii/Liceal/Zi;<b>(244) Economic</b><br/>Limba română
B;B9907514;MUNICIPIUL BUCURESTI;Colegiul Naţional Elena Cuza;104;9.89;9.87;9.99;9.75;10.00;-;-;<b>Colegiul Naţional de Informatică Tudor Vianu</b><br/>Real/Liceal/Zi;<b>(115) Matematică-Informatică</b><br/>Limba română
B;B10631547;MUNICIPIUL BUCURESTI;Liceul Teoretic ”Lucian Blaga”;151;7.77;7.35;9.48;7.30;7.40;-;-;<b>Colegiul Economic ”A.D.Xenopol”</b><br/>Servicii/Liceal/Zi;<b>(242) Economic</b><br/>Limba română
B;B10983513;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 49;298;8.84;8.62;9.76;8.15;9.10;-;-;<b>Liceul Teoretic Alexandru Ioan Cuza</b><br/>Umanist/Liceal/Zi;<b>(253) Ştiinţe Sociale</b><br/>Limba română
B;B10798215;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 46;296;8.03;7.72;9.29;8.55;6.90;-;-;<b>Colegiul Economic ”A.D.Xenopol”</b><br/>Servicii/Liceal/Zi;<b>(242) Economic</b><br/>Limba română
B;B10795528;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 46;296;7.22;6.72;9.22;6.50;6.95;-;-;<b>Liceul Teoretic ”Mihail Sadoveanu”</b><br/>Real/Liceal/Zi;<b>(215) Matematică-Informatică</b><br/>Limba română
B;B10518367;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 39;292;7.51;7.15;8.95;7.05;7.25;-;-;<b>Colegiul Economic ”A.D.Xenopol”</b><br/>Servicii/Liceal/Zi;<b>(242) Economic</b><br/>Limba română
B;IF12907569;ILFOV;ŞCOALA GIMNAZIALĂ HAPPY CHILDREN ACADEMY VOLUNTARI;119;9.59;9.55;9.79;9.50;9.60;-;-;<b>Liceul Teoretic Jean Monnet</b><br/>Real/Liceal/Zi;<b>(131) Ştiinţe ale Naturii</b><br/>Limba română
B;B10595294;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 197;239;9.39;9.32;9.67;8.80;9.85;-;-;<b>Colegiul Naţional Gheorghe Şincai</b><br/>Real/Liceal/Zi;<b>(297) Matematică-Informatică</b><br/>Limba română
B;B8183057;MUNICIPIUL BUCURESTI;Şcoala Gimnazială I. Heliade Rădulescu;171;9.53;9.42;10.00;9.20;9.65;-;-;<b>Colegiul Naţional de Informatică Tudor Vianu</b><br/>Real/Liceal/Zi;<b>(115) Matematică-Informatică</b><br/>Limba română
B;B10751645;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 81;311;8.99;8.82;9.68;8.65;9.00;-;-;<b>Colegiul Național Școala Centrală”</b><br/>Real/Liceal/Zi;<b>(200) Matematică-Informatică</b><br/>Limba română
B;B10795587;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 46;296;8.80;8.70;9.21;8.20;9.20;-;-;<b>Colegiul Naţional Mihai Eminescu</b><br/>Umanist/Liceal/Zi;<b>(295) Filologie</b><br/>Limba română
B;B10720277;MUNICIPIUL BUCURESTI;Școala Gimnazială „Sfântul Calinic de la Cernica”;332;6.45;5.80;9.05;6.40;5.20;-;-;<b>Colegiul Economic Viilor</b><br/>Servicii/Liceal/Zi;<b>(350) Turism şi alimentaţie</b><br/>Limba română
B;B11145885;MUNICIPIUL BUCURESTI;Colegiul Național Bilingv ”George Coșbuc”;114;9.59;9.52;9.89;9.45;9.60;-;-;<b>Colegiul Național Bilingv ”George Coșbuc”</b><br/>Real/Liceal/Zi;<b>(196) Matematică-Informatică</b><br/>Limba română/Limba engleză
B;B10998865;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 24;285;7.96;7.70;9.00;8.95;6.45;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi;<b>(225) Ştiinţe Sociale</b><br/>Limba română
B;B10809596;MUNICIPIUL BUCURESTI;Școala Gimnazială „Regina Maria;331;8.09;7.65;9.85;7.80;7.50;-;-;<b>Școala Superioară Comercială Nicolae Kretzulescu</b><br/>Servicii/Liceal/Zi;<b>(270) Economic</b><br/>Limba română
B;B10765042;MUNICIPIUL BUCURESTI;Școala Gimnazială Mexic;263;5.36;4.67;8.13;5.25;4.10;-;-;<b>Liceul Teoretic Bulgar Hristo Botev</b><br/>Umanist/Liceal/Zi;<b>(151) Filologie</b><br/>Limba română/Limba romani (rromani)
B;IF10852768;ILFOV;ŞCOALA GIMNAZIALA NR. 1 PANTELIMON;116;7.13;6.55;9.45;6.20;6.90;-;-;<b>Liceul Teoretic Decebal</b><br/>Umanist/Liceal/Zi;<b>(267) Filologie</b><br/>Limba română/Limba engleză
B;B10625904;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 27;287;7.84;7.42;9.54;5.85;9.00;-;-;<b>Liceul cu Program Sportiv Mircea Eliade</b><br/>Umanist/Liceal/Zi;<b>(393) Ştiinţe Sociale</b><br/>Limba română
B;B10643605;MUNICIPIUL BUCURESTI;Liceul Teoretic Ion Barbu;136;9.09;8.90;9.88;9.45;8.35;-;-;<b>Liceul Teoretic Ion Barbu</b><br/>Real/Liceal/Zi;<b>(325) Ştiinţe ale Naturii</b><br/>Limba română
B;B10908279;MUNICIPIUL BUCURESTI;Colegiul German Goethe;103;8.47;8.28;9.26;8.80;7.55;Limba germană;aug.50;<b>Colegiul German Goethe</b><br/>Umanist/Liceal/Zi;<b>(122) Filologie</b><br/>Limba germană
B;GR9139908;GIURGIU;ȘCOALA GIMNAZIALĂ NR.1 GRĂDINARI;130;9.48;9.35;10.00;9.05;9.65;-;-;<b>Colegiul Național Matei Basarab</b><br/>Real/Liceal/Zi;<b>(247) Matematică-Informatică</b><br/>Limba română
B;B10430357;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 150;221;9.59;9.50;9.98;9.60;9.40;-;-;<b>Colegiul Național ”Spiru Haret”</b><br/>Umanist/Liceal/Zi;<b>(195) Ştiinţe Sociale</b><br/>Limba română
B;B10643158;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 56;302;9.82;9.80;9.94;9.60;10.00;-;-;<b>Colegiul Naţional Gheorghe Lazăr</b><br/>Real/Liceal/Zi;<b>(320) Matematică-Informatică</b><br/>Limba română
B;B10597362;MUNICIPIUL BUCURESTI;Colegiul Naţional Gheorghe Lazăr;105;9.74;9.70;9.94;9.40;10.00;-;-;<b>Colegiul Naţional de Informatică Tudor Vianu</b><br/>Real/Liceal/Zi;<b>(115) Matematică-Informatică</b><br/>Limba română
B;B10767826;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Titu Maiorescu;191;9.38;9.25;9.90;9.40;9.10;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(105) Matematică-Informatică</b><br/>Limba română
B;B10767881;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Titu Maiorescu;191;9.29;9.15;9.85;9.10;9.20;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(105) Matematică-Informatică</b><br/>Limba română
B;B10837516;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 81;311;8.68;8.55;9.23;8.75;8.35;-;-;<b>Colegiul Economic V. Madgearu</b><br/>Servicii/Liceal/Zi;<b>(156) Economic</b><br/>Limba română
B;B10717906;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Constantin Brâncuşi;160;9.21;9.05;9.89;9.40;8.70;-;-;<b>Colegiul Naţional Grigore Moisil</b><br/>Umanist/Liceal/Zi;<b>(358) Filologie</b><br/>Limba română
B;B10897174;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Petre Ispirescu;181;7.91;7.75;8.56;8.30;7.20;-;-;<b>Liceul Teoretic C-tin Brâncoveanu</b><br/>Umanist/Liceal/Zi;<b>(135) Filologie</b><br/>Limba română
B;B10805114;MUNICIPIUL BUCURESTI;Școala Gimnazială Federico Garcia Lorca;258;9.28;9.20;9.61;8.90;9.50;-;-;<b>Liceul Teoretic Alexandru Ioan Cuza</b><br/>Real/Liceal/Zi;<b>(251) Matematică-Informatică</b><br/>Limba română
B;B10700849;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 163;226;8.24;7.92;9.55;8.30;7.55;-;-;<b>Liceul Teoretic Alexandru Vlahuţă</b><br/>Umanist/Liceal/Zi;<b>(142) Filologie</b><br/>Limba română
B;B9379559;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 96;251;5.64;5.02;8.14;5.45;4.60;-;-;<b>Liceul Tehnologic Mircea Vulcănescu</b><br/>Servicii/Liceal/Zi;<b>(319) Turism şi alimentaţie</b><br/>Limba română
B;B10998883;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 46;296;5.43;4.77;8.07;6.25;3.30;-;-;<b>Colegiul Tehnic Mircea cel Bătrân</b><br/>Tehnic/Liceal/Zi;<b>(173) Mecanică</b><br/>Limba română
B;GR9207259;GIURGIU;ȘCOALA GIMNAZIALĂ NR.2 DĂRĂȘTI VLAȘCA;158;7.31;6.72;9.70;7.45;6.00;-;-;<b>Liceul Tehnologic Mircea Vulcănescu</b><br/>Servicii/Liceal/Zi;<b>(318) Economic</b><br/>Limba română
B;B10849503;MUNICIPIUL BUCURESTI;Colegiul Naţional de Arte Dinu Lipatti;110;5.48;4.75;8.43;5.00;4.50;-;-;<b>Liceul Tehnologic de Metrologie Traian Vuia</b><br/>Resurse naturale și protecția mediului/Liceal/Zi;<b>(315) Protecţia mediului</b><br/>Limba română
